Term;Main Term;Main Term URI
reductor of the fore tarsus;posterior protibio-probasitarsal muscle;http://purl.obolibrary.org/obo/HAO_0001337
posterior proximal process of the mesobasitarsus;posterior proximal process of the mesobasitarsus;http://purl.obolibrary.org/obo/HAO_0001338
posterior proximal process of the metabasitarsus;posterior proximal process of the metabasitarsus;http://purl.obolibrary.org/obo/HAO_0001339
posterior proximal process of the probasitarsus;posterior proximal process of the probasitarsus;http://purl.obolibrary.org/obo/HAO_0001340
prora;prora;http://purl.obolibrary.org/obo/HAO_0001341
rastellum;rastellum;http://purl.obolibrary.org/obo/HAO_0001342
posterior tentorial arm;posterior tentorial arm;http://purl.obolibrary.org/obo/HAO_0001343
posterior metapleuro-metabasalar muscle;posterior metapleuro-metabasalar muscle;http://purl.obolibrary.org/obo/HAO_0001344
pl3p-ba3;posterior metapleuro-metabasalar muscle;http://purl.obolibrary.org/obo/HAO_0001344
posterior metapleuro-metabasalar;posterior metapleuro-metabasalar muscle;http://purl.obolibrary.org/obo/HAO_0001344
posterior metapleuro-metabasalare muscle;posterior metapleuro-metabasalar muscle;http://purl.obolibrary.org/obo/HAO_0001344
ammochaetae;ammochaetae;http://purl.obolibrary.org/obo/HAO_0001345
psammophore;psammophore;http://purl.obolibrary.org/obo/HAO_0001346
posterior mesofemoro-mesotibial articulation;posterior mesofemoro-mesotibial articulation;http://purl.obolibrary.org/obo/HAO_0001347
posterior coxal fossa of the mesotrochanter;posterior coxal fossa of the mesotrochanter;http://purl.obolibrary.org/obo/HAO_0001348
metasomal tergum;metasomal tergum;http://purl.obolibrary.org/obo/HAO_0001349
metasomal sternum;metasomal sternum;http://purl.obolibrary.org/obo/HAO_0001350
mesotibia;mesotibia;http://purl.obolibrary.org/obo/HAO_0001351
mid tibia;mesotibia;http://purl.obolibrary.org/obo/HAO_0001351
midtibia;mesotibia;http://purl.obolibrary.org/obo/HAO_0001351
mesotelotarsus;mesotelotarsus;http://purl.obolibrary.org/obo/HAO_0001352
mid telotarsus;mesotelotarsus;http://purl.obolibrary.org/obo/HAO_0001352
mesopostnotal apodeme;mesopostnotal apodeme;http://purl.obolibrary.org/obo/HAO_0001353
axillary lever;mesopostnotal apodeme;http://purl.obolibrary.org/obo/HAO_0001353
mesolaterophragmal apodeme;mesopostnotal apodeme;http://purl.obolibrary.org/obo/HAO_0001353
mesopleuron;mesopleuron;http://purl.obolibrary.org/obo/HAO_0001354
mesopleuro-metanotal muscle;mesopleuro-metanotal muscle;http://purl.obolibrary.org/obo/HAO_0001355
mesopleuro-metanotal;mesopleuro-metanotal muscle;http://purl.obolibrary.org/obo/HAO_0001355
pl2-t3;mesopleuro-metanotal muscle;http://purl.obolibrary.org/obo/HAO_0001355
mesopleural sulcus;mesopleural sulcus;http://purl.obolibrary.org/obo/HAO_0001356
mesopleural ridge;mesopleural ridge;http://purl.obolibrary.org/obo/HAO_0001357
mesopleural pit;mesopleural pit;http://purl.obolibrary.org/obo/HAO_0001358
episternal scrobe;mesopleural pit;http://purl.obolibrary.org/obo/HAO_0001358
mesopleural scrobe;mesopleural pit;http://purl.obolibrary.org/obo/HAO_0001358
scrobe;mesopleural pit;http://purl.obolibrary.org/obo/HAO_0001358
mesopleural apodeme;mesopleural apodeme;http://purl.obolibrary.org/obo/HAO_0001359
pleural apodeme;mesopleural apodeme;http://purl.obolibrary.org/obo/HAO_0001359
pleural apophysis;mesopleural apodeme;http://purl.obolibrary.org/obo/HAO_0001359
mesopecto-mesocoxal joint;mesopecto-mesocoxal joint;http://purl.obolibrary.org/obo/HAO_0001360
mesonoto-mesotrochantinal muscle;mesonoto-mesotrochantinal muscle;http://purl.obolibrary.org/obo/HAO_0001361
mesonoto-mesotrochantinal;mesonoto-mesotrochantinal muscle;http://purl.obolibrary.org/obo/HAO_0001361
t2-tch2;mesonoto-mesotrochantinal muscle;http://purl.obolibrary.org/obo/HAO_0001361
mesolaterophragmo-hind wing base muscle;mesolaterophragmo-hind wing base muscle;http://purl.obolibrary.org/obo/HAO_0001362
mesolaterophragmo-hind wing base;mesolaterophragmo-hind wing base muscle;http://purl.obolibrary.org/obo/HAO_0001362
ph2-hwb;mesolaterophragmo-hind wing base muscle;http://purl.obolibrary.org/obo/HAO_0001362
mesofurco-profurcal muscle;mesofurco-profurcal muscle;http://purl.obolibrary.org/obo/HAO_0001363
mesofurco-metafurcal muscle;mesofurco-metafurcal muscle;http://purl.obolibrary.org/obo/HAO_0001364
metafurco-mesofurcal;mesofurco-metafurcal muscle;http://purl.obolibrary.org/obo/HAO_0001364
mesofemoro-pretarsus of the mesotarsus muscle;mesofemoro-pretarsus of the mesotarsus muscle;http://purl.obolibrary.org/obo/HAO_0001365
mesofemoro-mesotibial joint;mesofemoro-mesotibial joint;http://purl.obolibrary.org/obo/HAO_0001366
mesocoxo-mesotrochanteral joint;mesocoxo-mesotrochanteral joint;http://purl.obolibrary.org/obo/HAO_0001367
mesobasicoxite;mesobasicoxite;http://purl.obolibrary.org/obo/HAO_0001368
median propleuro-postoccipital muscle;median propleuro-postoccipital muscle;http://purl.obolibrary.org/obo/HAO_0001369
median propleuro-postoccipital;median propleuro-postoccipital muscle;http://purl.obolibrary.org/obo/HAO_0001369
pl1m-poc;median propleuro-postoccipital muscle;http://purl.obolibrary.org/obo/HAO_0001369
median pronoto-procoxal muscle;median pronoto-procoxal muscle;http://purl.obolibrary.org/obo/HAO_0001370
median procoxo-protrochanteral muscle;median procoxo-protrochanteral muscle;http://purl.obolibrary.org/obo/HAO_0001371
coxal depressor of the fore trochanter;median procoxo-protrochanteral muscle;http://purl.obolibrary.org/obo/HAO_0001371
muscle 62;median procoxo-protrochanteral muscle;http://purl.obolibrary.org/obo/HAO_0001371
median metatrochantero-metafemoral articulation;median metatrochantero-metafemoral articulation;http://purl.obolibrary.org/obo/HAO_0001372
median metapleuro-metanotal muscle;median metapleuro-metanotal muscle;http://purl.obolibrary.org/obo/HAO_0001373
median metapleuro-metanotal;median metapleuro-metanotal muscle;http://purl.obolibrary.org/obo/HAO_0001373
pl3m-t3;median metapleuro-metanotal muscle;http://purl.obolibrary.org/obo/HAO_0001373
median metacoxo-metatrochanteral muscle;median metacoxo-metatrochanteral muscle;http://purl.obolibrary.org/obo/HAO_0001374
coxal depressor of the hind trochanter;median metacoxo-metatrochanteral muscle;http://purl.obolibrary.org/obo/HAO_0001374
muscle 110;median metacoxo-metatrochanteral muscle;http://purl.obolibrary.org/obo/HAO_0001374
median mesophragmo-metaphragmal muscle;median mesophragmo-metaphragmal muscle;http://purl.obolibrary.org/obo/HAO_0001375
median mesophragmo-metaphragmal;median mesophragmo-metaphragmal muscle;http://purl.obolibrary.org/obo/HAO_0001375
ph2m-ph3;median mesophragmo-metaphragmal muscle;http://purl.obolibrary.org/obo/HAO_0001375
median mesofurco-metafurcal muscle;median mesofurco-metafurcal muscle;http://purl.obolibrary.org/obo/HAO_0001376
fu2-fu3m;median mesofurco-metafurcal muscle;http://purl.obolibrary.org/obo/HAO_0001376
median mesofurco-metafurcal;median mesofurco-metafurcal muscle;http://purl.obolibrary.org/obo/HAO_0001376
median mesocoxo-mesotrochanteral muscle;median mesocoxo-mesotrochanteral muscle;http://purl.obolibrary.org/obo/HAO_0001377
muscle 88;median mesocoxo-mesotrochanteral muscle;http://purl.obolibrary.org/obo/HAO_0001377
posterior coxal depressor of the middle trochanter;median mesocoxo-mesotrochanteral muscle;http://purl.obolibrary.org/obo/HAO_0001377
median longitudinal metepisternal carina;median longitudinal metepisternal carina;http://purl.obolibrary.org/obo/HAO_0001378
medial profemoro-protibial muscle;medial profemoro-protibial muscle;http://purl.obolibrary.org/obo/HAO_0001379
flexor of the fore tibia;medial profemoro-protibial muscle;http://purl.obolibrary.org/obo/HAO_0001379
muscle 65;medial profemoro-protibial muscle;http://purl.obolibrary.org/obo/HAO_0001379
medial pectal fossa of the metacoxa;medial pectal fossa of the metacoxa;http://purl.obolibrary.org/obo/HAO_0001380
medial pectal fossa of the mesocoxa;medial pectal fossa of the mesocoxa;http://purl.obolibrary.org/obo/HAO_0001381
medial metafemoro-metatibial muscle;medial metafemoro-metatibial muscle;http://purl.obolibrary.org/obo/HAO_0001382
flexor of the hind tibia;medial metafemoro-metatibial muscle;http://purl.obolibrary.org/obo/HAO_0001382
muscle 113;medial metafemoro-metatibial muscle;http://purl.obolibrary.org/obo/HAO_0001382
medial mesopecto-mesocoxal articulation;medial mesopecto-mesocoxal articulation;http://purl.obolibrary.org/obo/HAO_0001383
medial mesofemoro-mesotibial muscle;medial mesofemoro-mesotibial muscle;http://purl.obolibrary.org/obo/HAO_0001384
flexor of the middle tibia;medial mesofemoro-mesotibial muscle;http://purl.obolibrary.org/obo/HAO_0001384
muscle 91;medial mesofemoro-mesotibial muscle;http://purl.obolibrary.org/obo/HAO_0001384
medial coxal condyle of the metapectus;medial coxal condyle of the metapectus;http://purl.obolibrary.org/obo/HAO_0001385
metacoxal condyle;medial coxal condyle of the metapectus;http://purl.obolibrary.org/obo/HAO_0001385
medial coxal condyle of the mesopectus;medial coxal condyle of the mesopectus;http://purl.obolibrary.org/obo/HAO_0001386
medial metapecto-metacoxal articulation;medial metapecto-metacoxal articulation;http://purl.obolibrary.org/obo/HAO_0001387
medial coxal articular process of the metapectus;medial coxal articular process of the metapectus;http://purl.obolibrary.org/obo/HAO_0001388
medial coxal articular process of the mesopectus;medial coxal articular process of the mesopectus;http://purl.obolibrary.org/obo/HAO_0001389
mesocoxal condyle;medial coxal articular process of the mesopectus;http://purl.obolibrary.org/obo/HAO_0001389
mesotrochantinal lobe;medial coxal articular process of the mesopectus;http://purl.obolibrary.org/obo/HAO_0001389
mandibular condyle;mandibular condyle;http://purl.obolibrary.org/obo/HAO_0001390
mandibular acetabulum;mandibular acetabulum;http://purl.obolibrary.org/obo/HAO_0001391
acetabulum;mandibular acetabulum;http://purl.obolibrary.org/obo/HAO_0001391
mandibular ginglymus;mandibular acetabulum;http://purl.obolibrary.org/obo/HAO_0001391
male genitalia muscle;male genitalia muscle;http://purl.obolibrary.org/obo/HAO_0001392
malar area;malar area;http://purl.obolibrary.org/obo/HAO_0001393
cheek;malar area;http://purl.obolibrary.org/obo/HAO_0001393
malar region;malar area;http://purl.obolibrary.org/obo/HAO_0001393
malar space;malar area;http://purl.obolibrary.org/obo/HAO_0001393
malar groove;malar groove;http://purl.obolibrary.org/obo/HAO_0001394
line of separation;line of separation;http://purl.obolibrary.org/obo/HAO_0001395
articular line;line of separation;http://purl.obolibrary.org/obo/HAO_0001395
lateral propleuro-procoxal articulation;lateral propleuro-procoxal articulation;http://purl.obolibrary.org/obo/HAO_0001396
lateral propleuro-postoccipital muscle;lateral propleuro-postoccipital muscle;http://purl.obolibrary.org/obo/HAO_0001397
lateral propleuro-postoccipital;lateral propleuro-postoccipital muscle;http://purl.obolibrary.org/obo/HAO_0001397
pl1l-poc;lateral propleuro-postoccipital muscle;http://purl.obolibrary.org/obo/HAO_0001397
lateral profemoro-protibial muscle;lateral profemoro-protibial muscle;http://purl.obolibrary.org/obo/HAO_0001398
extensor of the fore tibia;lateral profemoro-protibial muscle;http://purl.obolibrary.org/obo/HAO_0001398
muscle 64;lateral profemoro-protibial muscle;http://purl.obolibrary.org/obo/HAO_0001398
malar depression;malar depression;http://purl.obolibrary.org/obo/HAO_0001399
adoral depression;malar depression;http://purl.obolibrary.org/obo/HAO_0001399
adoral hollow;malar depression;http://purl.obolibrary.org/obo/HAO_0001399
genal hollow;malar depression;http://purl.obolibrary.org/obo/HAO_0001399
lateral pectal fossa of the procoxa;lateral pectal fossa of the procoxa;http://purl.obolibrary.org/obo/HAO_0001400
lateral pectal fossa of the metacoxa;lateral pectal fossa of the metacoxa;http://purl.obolibrary.org/obo/HAO_0001401
lateral pectal fossa of the mesocoxa;lateral pectal fossa of the mesocoxa;http://purl.obolibrary.org/obo/HAO_0001402
lateral metepisternal projection;lateral metepisternal projection;http://purl.obolibrary.org/obo/HAO_0001403
lateral metatrochantero-metafemoral articulation;lateral metatrochantero-metafemoral articulation;http://purl.obolibrary.org/obo/HAO_0001404
lateral metapleuro-metacoxal articulation;lateral metapleuro-metacoxal articulation;http://purl.obolibrary.org/obo/HAO_0001405
lateral metapleuro-metabasalar muscle;lateral metapleuro-metabasalar muscle;http://purl.obolibrary.org/obo/HAO_0001406
lateral metapleuro-metabasalar;lateral metapleuro-metabasalar muscle;http://purl.obolibrary.org/obo/HAO_0001406
pl3l-ba3;lateral metapleuro-metabasalar muscle;http://purl.obolibrary.org/obo/HAO_0001406
lateral metafemoro-metatibial muscle;lateral metafemoro-metatibial muscle;http://purl.obolibrary.org/obo/HAO_0001407
extensor of the hind tibia;lateral metafemoro-metatibial muscle;http://purl.obolibrary.org/obo/HAO_0001407
muscle 112;lateral metafemoro-metatibial muscle;http://purl.obolibrary.org/obo/HAO_0001407
lateral mesopleuro-mesocoxal articulation;lateral mesopleuro-mesocoxal articulation;http://purl.obolibrary.org/obo/HAO_0001408
lateral mesophragmo-metaphragmal muscle;lateral mesophragmo-metaphragmal muscle;http://purl.obolibrary.org/obo/HAO_0001409
lateral mesophragmo-metaphragmal;lateral mesophragmo-metaphragmal muscle;http://purl.obolibrary.org/obo/HAO_0001409
ph2l-ph3;lateral mesophragmo-metaphragmal muscle;http://purl.obolibrary.org/obo/HAO_0001409
lateral mesofemoro-mesotibial muscle;lateral mesofemoro-mesotibial muscle;http://purl.obolibrary.org/obo/HAO_0001410
extensor of the middle tibia;lateral mesofemoro-mesotibial muscle;http://purl.obolibrary.org/obo/HAO_0001410
muscle 90;lateral mesofemoro-mesotibial muscle;http://purl.obolibrary.org/obo/HAO_0001410
lateral mesocoxo-mesotrochanteral muscle;lateral mesocoxo-mesotrochanteral muscle;http://purl.obolibrary.org/obo/HAO_0001411
anterior levator of the middle trochanter;lateral mesocoxo-mesotrochanteral muscle;http://purl.obolibrary.org/obo/HAO_0001411
muscle 84;lateral mesocoxo-mesotrochanteral muscle;http://purl.obolibrary.org/obo/HAO_0001411
lateral longitudinal metepisternal carina;lateral longitudinal metepisternal carina;http://purl.obolibrary.org/obo/HAO_0001412
lateral coxal condyle of the propleuron;lateral coxal condyle of the propleuron;http://purl.obolibrary.org/obo/HAO_0001413
lateral coxal condyle of the metapleuron;lateral coxal condyle of the metapleuron;http://purl.obolibrary.org/obo/HAO_0001414
lateral coxal condyle of the mesopleuron;lateral coxal condyle of the mesopleuron;http://purl.obolibrary.org/obo/HAO_0001415
lateral coxal articular process of the metapleuron;lateral coxal articular process of the metapleuron;http://purl.obolibrary.org/obo/HAO_0001416
Weber length;Weber length;http://purl.obolibrary.org/obo/HAO_0001417
3rd abdominal spiracle;3rd abdominal spiracle;http://purl.obolibrary.org/obo/HAO_0001418
spiracle of second metasomal tergum;3rd abdominal spiracle;http://purl.obolibrary.org/obo/HAO_0001418
5th abdominal spiracle;5th abdominal spiracle;http://purl.obolibrary.org/obo/HAO_0001419
6th abdominal spiracle;6th abdominal spiracle;http://purl.obolibrary.org/obo/HAO_0001420
7th abdominal spiracle;7th abdominal spiracle;http://purl.obolibrary.org/obo/HAO_0001421
8th abdominal spiracle;8th abdominal spiracle;http://purl.obolibrary.org/obo/HAO_0001422
abdominal laterotergite 1;abdominal laterotergite 1;http://purl.obolibrary.org/obo/HAO_0001423
abdominal spiracle;abdominal spiracle;http://purl.obolibrary.org/obo/HAO_0001424
abdominal sternum;abdominal sternum;http://purl.obolibrary.org/obo/HAO_0001425
abdominal tergum;abdominal tergum;http://purl.obolibrary.org/obo/HAO_0001426
accessory prong of hypopygium;accessory prong of hypopygium;http://purl.obolibrary.org/obo/HAO_0001427
acetabular carina;acetabular carina;http://purl.obolibrary.org/obo/HAO_0001428
antennal condyle of the cranium;antennal condyle of the cranium;http://purl.obolibrary.org/obo/HAO_0001429
basal knob;basal knob;http://purl.obolibrary.org/obo/HAO_0001430
antennafer;antennafer;http://purl.obolibrary.org/obo/HAO_0001431
antennifer;antennafer;http://purl.obolibrary.org/obo/HAO_0001431
antennal scrobe;antennal scrobe;http://purl.obolibrary.org/obo/HAO_0001432
